Transaction_ID,Date,Client,Product,Category,Quantity,UnitPrice
4737,2020-05-28 16:54:44,Michael Johnson,Produto B,Marmitas,1,62.98
4738,2022-09-24 11:59:04,Richard Salinas,Produto D,Refrigerantes,4,74.73
4739,2020-07-14 21:45:33,Kevin Abbott,,Pizzas,1,49.56
4740,2022-05-10 23:34:27,Gregory Gallegos,Produto E,Marmitas,1,72.3
4741,2021-02-05 12:29:00,Anna Winters,Produto E,Lanches,4,61.57
4742,2021-04-10 11:41:35,Charles Jones,Produto B,Marmitas,3,13.4
4743,2022-07-26 18:06:15,Rachel Taylor MD,Produto D,Refrigerantes,3,23.38
4744,2023-05-13 20:40:23,David Vaughan,Produto E,Lanches,3,17.12
4745,2020-10-08 10:07:21,Pamela Fletcher,Produto F,Refrigerantes,3,95.22
4746,2020-05-18 00:07:22,Anne Krause,Produto B,Refrigerantes,3,64.52
4747,2020-03-18 22:18:44,Robin Sloan,Produto C,Marmitas,1,24.0
4748,2021-12-30 19:54:12,Andrea Taylor,Produto B,Lanches,2,39.98
4749,2023-01-10 06:57:11,Scott Price,Produto D,Lanches,3,54.13
4750,2023-03-18 05:36:54,Sherry Reynolds,Produto F,Refrigerantes,1,32.1
4751,2021-08-26 00:11:24,Alicia Young,Produto A,Lanches,4,81.15
4752,2022-08-21 04:44:38,Bethany Walker,Produto B,Refrigerantes,5,64.09
4753,2022-11-20 18:04:47,Nicole Miller,Produto E,Lanches,2,29.53
4754,2022-01-20 14:12:32,Jeanette Dennis,Produto E,Pizzas,3,15.29
4755,2020-12-04 23:43:36,Kenneth Thomas,Produto E,Marmitas,2,16.4
4756,2020-05-28 03:56:26,Sarah Castaneda,Produto C,Pizzas,5,81.17
4757,2022-12-10 10:09:58,Eric Evans,Produto C,Refrigerantes,4,79.27
4758,2021-03-21 15:53:13,Adam Fry,Produto D,Marmitas,5,79.07
4759,2021-07-25 20:25:38,Elizabeth Wright,Produto D,Refrigerantes,3,94.91
4760,2020-11-02 16:42:47,Heather Holt,Produto B,Marmitas,3,74.52
4761,2023-07-14 23:48:28,Mary Allen,Produto D,Lanches,5,71.92
4762,2022-06-22 17:25:42,Sandra Miller,Produto A,Marmitas,2,66.89
4763,2023-02-21 16:27:36,Nicholas Martinez III,,Lanches,3,37.39
4764,2020-04-22 17:13:38,Marc Berg,Produto E,Marmitas,2,80.28
4765,2021-02-21 15:20:27,Mary Gonzalez,Produto A,Pizzas,4,11.02
4766,2023-11-13 17:42:20,Christian West,Produto B,Marmitas,1,95.2
4767,2022-09-13 00:00:58,Teresa Daniels,Produto F,Refrigerantes,2,50.84
4768,2022-04-09 15:40:02,Holly Summers,,Pizzas,4,18.75
4769,2021-05-23 06:48:40,Matthew Adams,Produto B,Lanches,1,37.31
4770,2020-04-25 19:40:27,Gregory Ramos,Produto E,Pizzas,2,12.48
4771,2020-03-26 18:15:10,Henry Ortiz,Produto A,Marmitas,4,17.88
4772,2024-01-09 18:23:00,Jessica Young,Produto E,Refrigerantes,4,76.47
4773,2021-08-08 01:44:13,Beth Wood,Produto A,Refrigerantes,1,35.24
4774,2023-01-19 13:21:50,Pamela Pitts,Produto A,Pizzas,5,20.18
4775,2022-01-04 07:35:45,Jason Dixon,Produto D,Marmitas,5,97.09
4776,2023-05-21 09:32:38,Jason Holt,,Lanches,3,65.34
4777,2022-04-09 03:58:39,Paul Zavala,,Marmitas,1,64.92
4778,2020-11-13 23:05:13,Kevin Tran,Produto B,Pizzas,1,86.86
4779,2021-08-13 03:55:45,Michelle Willis,,Refrigerantes,1,26.66
4780,2021-12-14 05:08:39,Carrie Ward,Produto A,Marmitas,4,40.18
4781,2022-02-08 20:33:40,Emily Hernandez,Produto A,Refrigerantes,3,96.87
4782,2020-03-03 06:21:06,Lauren Bowen,Produto A,Pizzas,5,51.36
4783,2020-07-22 06:56:57,Linda Murphy,Produto F,Marmitas,3,95.47
4784,2023-04-24 15:28:17,Tyler Nichols,Produto F,Pizzas,1,13.73
4785,2023-12-19 19:09:01,Tiffany Owens,Produto F,Refrigerantes,4,32.35
4786,2022-12-23 02:22:06,David Allen,Produto D,Marmitas,2,31.68
4787,2022-07-05 11:37:12,Donna King,Produto E,Marmitas,2,42.05
4788,2020-12-27 18:08:15,Rebecca Stark DVM,Produto A,Pizzas,4,98.78
4789,2020-04-16 06:35:38,Stephanie Pope,Produto C,Marmitas,5,67.03
4790,2022-01-26 13:48:32,Alison Green,Produto B,Pizzas,4,80.03
4791,2023-01-30 06:19:01,Christine Le,Produto B,Pizzas,3,34.08
4792,2020-10-20 10:55:59,Miguel Reyes,Produto B,Marmitas,4,55.9
4793,2023-08-24 04:21:13,Brian Roberson,Produto C,Lanches,1,52.48
4794,2020-11-25 13:44:29,Deborah Hardy,Produto D,Pizzas,1,95.43
4795,2021-05-29 01:38:33,Alejandro Henry,Produto F,Pizzas,5,67.23
4796,2023-10-07 06:15:00,Brittany Simmons,,Lanches,4,40.37
4797,2023-11-02 07:37:30,Cameron Gibson,Produto B,Pizzas,3,25.2
4798,2022-06-03 09:18:47,William Dennis,Produto B,Marmitas,2,22.19
4799,2020-01-22 02:49:17,Stuart Wallace,Produto D,Pizzas,1,32.17
4800,2020-09-03 15:42:20,Christopher Wolfe,Produto A,Refrigerantes,2,72.96
4801,2020-08-02 05:55:18,Sandra Holloway,Produto B,Pizzas,3,80.73
4802,2024-01-06 07:39:59,Justin Dominguez,Produto A,Lanches,3,63.8
4803,2022-09-05 18:08:26,Travis Walker,Produto F,Lanches,2,87.97
4804,2021-06-04 17:05:14,Meghan Walker,Produto A,Refrigerantes,2,40.36
4805,2021-10-31 14:51:35,Jason Travis,Produto B,Pizzas,4,40.23
4806,2022-10-18 01:31:03,Ryan Tapia,Produto A,Refrigerantes,5,40.94
4807,2020-06-05 16:04:41,Mrs. Vanessa Klein,Produto C,Pizzas,3,29.1
4808,2021-09-15 01:20:15,Bruce Russo,Produto D,Pizzas,5,14.26
4809,2022-12-19 18:31:16,Ashley Allen,Produto F,Pizzas,5,43.81
4810,2023-11-25 05:20:46,Michelle Bishop,Produto A,Refrigerantes,3,67.33
4811,2023-07-07 22:44:10,William Phillips,Produto B,Refrigerantes,3,65.77
4812,2021-12-07 04:49:19,Jon Dalton,,Refrigerantes,4,70.92
4813,2023-05-14 22:59:21,Vanessa Brown,Produto F,Refrigerantes,3,21.87
4814,2021-07-01 14:22:52,Leah Estrada,Produto A,Lanches,1,94.9
4815,2022-06-11 21:36:44,Colin Brown,Produto B,Lanches,1,50.82
4816,2022-01-11 19:47:03,Daniel Johnson,Produto F,Refrigerantes,1,74.15
4817,2022-06-01 08:01:08,Christine Mckee,Produto C,Lanches,1,92.13
4818,2020-07-15 19:48:20,Mark Church,,Refrigerantes,4,61.32
4819,2020-06-18 17:24:27,Michael Humphrey,,Lanches,5,82.13
4820,2022-07-21 14:57:00,Jerry Moore,,Refrigerantes,5,28.46
4821,2022-09-11 05:31:40,Lydia Bates,Produto F,Marmitas,4,72.34
4822,2021-12-10 13:37:21,Katherine Robinson,Produto F,Lanches,2,41.27
4823,2022-11-01 09:02:56,Kimberly Young,Produto E,Pizzas,5,98.37
4824,2020-06-05 10:24:06,Amy Bennett,,Refrigerantes,3,49.49
4825,2022-01-02 10:51:59,Donna Brown,Produto B,Refrigerantes,4,12.66
4826,2021-06-24 03:41:40,Jonathan David,Produto B,Lanches,3,76.38
4827,2022-03-07 02:55:48,Keith Wood,Produto B,Refrigerantes,5,64.86
4828,2021-05-17 08:52:29,Lisa Hamilton,Produto A,Pizzas,3,32.91
4829,2022-05-08 22:50:19,Sarah Griffin,Produto D,Marmitas,3,26.08
4830,2020-07-06 22:43:23,Cody Parker,Produto E,Marmitas,2,64.46
4831,2023-10-30 16:58:05,Sandy Rose,Produto F,Pizzas,5,96.36
4832,2020-08-19 20:10:44,Matthew Sexton,,Pizzas,4,48.65
4833,2020-02-05 12:18:23,Kelly Lopez,Produto E,Lanches,3,51.12
4834,2022-06-29 09:10:14,Mark Medina,Produto D,Lanches,1,25.96
4835,2021-09-25 09:03:06,Michelle Rivers,,Refrigerantes,3,43.46
4836,2020-03-30 05:02:03,Jamie Nelson,Produto F,Pizzas,4,72.2
4837,2020-12-21 02:27:28,Joseph Gray,Produto D,Marmitas,4,89.88
4838,2023-12-23 02:56:26,Nicholas Spencer,Produto B,Marmitas,1,35.82
4839,2020-08-17 11:37:56,Anthony Werner,Produto C,Pizzas,5,75.27
4840,2022-05-29 00:57:50,Vanessa Gill,Produto B,Refrigerantes,5,77.43
4841,2023-11-30 16:09:16,Thomas Stanley,Produto F,Lanches,5,46.39
4842,2022-06-07 04:12:19,Victor Figueroa,,Lanches,1,25.3
4843,2022-12-16 17:51:36,Melissa Manning,Produto D,Marmitas,1,69.84
4844,2021-02-11 13:50:43,Daniel Howard,Produto C,Pizzas,2,84.31
4845,2022-12-01 17:24:00,Haley Sanchez DDS,Produto D,Marmitas,1,29.63
4846,2021-10-17 22:14:34,Tonya Baldwin,,Refrigerantes,3,81.2
4847,2023-11-30 05:09:28,Dominique Evans,Produto C,Pizzas,5,55.15
4848,2021-04-26 20:30:59,Jeffrey Meyer,Produto A,Marmitas,1,94.48
4849,2022-09-07 12:36:22,Julie Morales,Produto D,Lanches,3,59.9
4850,2021-11-08 00:54:33,Amber Rowland,Produto D,Refrigerantes,2,20.61
4851,2021-07-17 09:55:31,Katelyn Castro,Produto E,Marmitas,1,34.95
4852,2020-11-17 17:17:55,Kristy Ware,Produto C,Marmitas,3,12.99
4853,2023-04-08 08:20:00,Patricia Drake,Produto D,Marmitas,5,92.15
4854,2021-04-11 08:52:33,Elizabeth Obrien,Produto C,Refrigerantes,4,92.71
4855,2022-07-14 13:31:32,Nancy Santiago,Produto C,Pizzas,5,33.99
4856,2022-09-15 11:34:14,Jennifer Gross,,Pizzas,4,23.09
4857,2022-02-09 10:12:23,Adrian Robles,Produto A,Pizzas,3,45.66
4858,2021-04-09 13:34:58,Megan Griffin,Produto B,Marmitas,2,49.49
4859,2020-09-13 21:26:58,Jesse Lopez,Produto C,Pizzas,2,85.37
4860,2021-06-07 12:47:29,Brandon Johnson,Produto D,Marmitas,4,53.36
4861,2021-06-18 18:42:57,Amanda Smith,Produto C,Lanches,5,21.3
4862,2020-05-17 09:55:50,Jennifer Rodriguez,Produto F,Lanches,1,53.94
4863,2020-11-01 15:33:59,Lori Parrish,Produto B,Marmitas,2,27.89
4864,2023-03-26 15:01:18,Kimberly Chung,,Pizzas,4,74.68
4865,2022-12-09 06:32:24,Kimberly Howard,Produto F,Pizzas,3,48.45
4866,2022-01-17 23:11:40,Natasha Rogers,Produto B,Lanches,3,42.94
4867,2022-02-08 12:48:09,Michael Miller,Produto B,Pizzas,5,26.68
4868,2023-06-07 17:44:55,Christina Nelson,Produto D,Lanches,2,34.21
4869,2020-08-08 06:51:43,Nicholas Martinez,Produto D,Lanches,1,71.24
4870,2020-08-13 07:12:32,Steven Green,Produto E,Marmitas,5,49.7
4871,2020-07-25 09:27:46,Jerry Wright,Produto F,Marmitas,4,43.75
4872,2020-12-24 16:03:19,Bonnie Schultz,Produto D,Marmitas,2,69.1
4873,2020-07-10 14:13:39,Sherri Black,,Refrigerantes,2,26.94
4874,2021-10-31 20:40:37,Mr. Paul Brown,,Lanches,4,65.87
4875,2022-05-23 14:08:21,Tyrone Ruiz,Produto B,Pizzas,5,20.48
4876,2021-10-06 17:42:05,Sarah Hall MD,Produto C,Lanches,2,32.9
4877,2020-03-25 04:16:35,Jason Vance,Produto A,Refrigerantes,5,27.35
4878,2020-05-06 09:59:28,Chad Montgomery,Produto B,Marmitas,2,50.75
4879,2021-04-27 21:45:47,Mr. Devin Wilson,Produto F,Lanches,5,50.0
4880,2020-07-28 23:15:12,Marie Whitehead,Produto F,Lanches,4,61.84
4881,2022-04-25 20:41:12,Joseph Johnson,Produto F,Pizzas,1,10.33
4882,2022-05-11 05:49:40,Matthew Price,Produto B,Lanches,2,75.71
4883,2023-08-02 11:45:57,Phillip Montoya,Produto A,Pizzas,4,53.42
4884,2023-04-17 20:02:06,Cindy Butler,Produto B,Refrigerantes,2,62.53
4885,2022-05-10 18:46:40,Rachael Kim,Produto E,Pizzas,1,95.34
4886,2020-10-12 00:01:44,Rita Washington,Produto F,Pizzas,5,81.69
4887,2021-10-04 17:30:41,Gabriel Morrow,Produto D,Refrigerantes,3,78.13
4888,2021-01-22 09:12:51,Alice Garza,Produto B,Lanches,3,94.0
4889,2022-06-23 15:51:01,Victoria Small,Produto D,Pizzas,2,88.82
4890,2022-11-14 15:46:36,Mr. Paul Brown,,Marmitas,3,46.63
4891,2020-11-08 17:57:14,Casey Jackson,Produto E,Refrigerantes,3,38.53
4892,2023-02-17 07:11:33,Jose Reed,Produto D,Refrigerantes,2,42.46
4893,2021-09-05 19:29:05,Earl Estes,Produto C,Refrigerantes,5,19.03
4894,2022-03-18 05:33:12,Monica Hancock,Produto A,Lanches,2,47.82
4895,2023-04-13 09:23:54,Brandon Lee,Produto A,Lanches,1,58.93
4896,2023-10-15 18:27:26,Linda Ball,Produto A,Pizzas,4,52.76
4897,2020-10-13 17:18:33,Kelly Anderson,Produto F,Lanches,1,84.7
4898,2021-09-13 11:29:24,Eric Valdez,Produto F,Refrigerantes,4,30.06
4899,2021-03-26 03:59:23,Jill White,,Refrigerantes,1,69.14
4900,2022-03-05 02:23:19,Samuel Singleton,Produto D,Refrigerantes,3,60.24
4901,2020-09-07 20:45:08,Mark Schwartz,Produto B,Pizzas,1,23.99
4902,2022-05-10 05:44:03,Luke Carter,Produto F,Pizzas,5,83.68
4903,2022-03-29 14:35:40,Julie Ramirez,Produto F,Lanches,3,39.7
4904,2020-02-28 00:17:25,Michael Harris,Produto D,Pizzas,1,83.44
4905,2020-12-20 08:41:07,David Valdez,Produto D,Pizzas,1,34.14
4906,2020-09-23 17:55:54,Jason Flowers,Produto D,Lanches,3,53.61
4907,2024-01-10 17:21:47,Marissa Mcdaniel MD,Produto F,Refrigerantes,1,83.45
4908,2021-12-13 18:09:06,Melanie Harris,,Refrigerantes,3,82.11
4909,2021-12-31 15:07:54,Kyle Walls,Produto B,Pizzas,2,25.61
4910,2020-05-09 03:07:09,Michael Brown,Produto A,Pizzas,3,25.36
4911,2022-05-16 06:27:10,Erik Green MD,Produto A,Refrigerantes,1,44.39
4912,2021-09-25 13:17:43,Willie Fernandez,Produto B,Marmitas,4,46.51
4913,2022-09-02 08:23:07,Jennifer Rodriguez,Produto B,Lanches,4,43.28
4914,2022-09-01 00:33:13,Robin Mcdonald,,Pizzas,2,89.89
4915,2020-01-31 07:42:12,Emily Larson,Produto D,Refrigerantes,1,41.68
4916,2020-05-12 23:10:30,Jonathon Ibarra,Produto C,Refrigerantes,2,47.68
4917,2022-08-15 07:08:51,Wendy Sanchez,,Marmitas,5,82.87
4918,2022-08-24 11:52:56,Patricia Marquez,Produto E,Pizzas,1,68.93
4919,2020-01-03 03:24:48,Jodi Harris,Produto D,Refrigerantes,2,76.35
4920,2020-05-22 14:56:55,Jessica Martinez,Produto E,Lanches,1,34.3
4921,2020-04-03 10:19:19,Johnny Miller,Produto B,Lanches,3,15.91
4922,2023-06-28 10:37:14,Amber Hawkins,Produto E,Refrigerantes,3,78.42
4923,2020-09-20 11:21:44,David Avila,Produto C,Marmitas,1,83.56
4924,2022-03-04 21:19:09,Brian Duke,Produto A,Marmitas,1,78.71
4925,2023-02-22 01:05:13,Austin Dean,Produto F,Refrigerantes,1,62.45
4926,2021-12-19 06:19:58,Paul Oliver,,Refrigerantes,1,78.18
4927,2021-10-17 19:15:16,Natalie Rubio,Produto A,Pizzas,2,33.89
4928,2023-09-02 23:02:40,Terry Shaw,Produto D,Pizzas,5,81.11
4929,2020-07-12 11:14:21,Robin Miranda,Produto B,Refrigerantes,4,89.96
4930,2020-09-24 06:51:41,Julie Carter,Produto F,Pizzas,3,46.54
4931,2021-05-15 05:07:50,Jacqueline Bentley,Produto E,Lanches,4,86.85
4932,2020-10-11 20:44:22,Heather Green,Produto B,Pizzas,5,34.6
4933,2023-09-11 05:04:55,Kevin Chan,,Lanches,2,50.88
4934,2022-07-22 16:25:30,Kimberly Fleming,Produto F,Pizzas,1,70.46
4935,2021-06-30 06:43:34,Anne Robinson,Produto C,Lanches,4,77.56
4936,2022-10-30 17:53:32,Donald Dennis,,Lanches,2,99.52
4937,2022-09-24 15:46:05,Bethany Walker,,Refrigerantes,4,75.54
4938,2020-10-19 16:54:07,Brandon Fowler,Produto B,Refrigerantes,3,87.94
4939,2021-03-14 05:03:32,Lee Franklin,Produto B,Lanches,5,83.4
4940,2020-12-11 23:23:04,Brandi Haynes,Produto C,Refrigerantes,3,95.96
4941,2020-03-10 17:01:42,Michelle Thompson,Produto A,Lanches,2,78.01
4942,2021-01-26 02:02:51,Regina Hernandez,Produto E,Pizzas,4,63.17
4943,2021-10-29 19:08:16,Bill White,Produto A,Refrigerantes,4,68.9
4944,2021-11-12 20:36:55,Philip Cortez,Produto D,Refrigerantes,3,13.82
4945,2020-10-27 13:56:51,Patricia Valencia,Produto E,Pizzas,2,10.98
4946,2022-09-27 21:16:12,Erica Ramirez,,Pizzas,3,58.13
4947,2022-09-15 23:12:05,Daniel Rodriguez,,Marmitas,2,22.1
4948,2022-03-30 06:40:47,Erica Washington,Produto A,Lanches,5,25.83
4949,2021-12-10 09:49:04,Isaiah Jones,Produto B,Pizzas,5,17.62
4950,2023-08-20 18:20:47,Michelle Brown,Produto A,Lanches,2,32.52
4951,2023-09-25 01:17:31,Jacqueline Perez,,Pizzas,4,81.13
4952,2021-06-20 03:12:11,Andrew Ruiz,Produto A,Refrigerantes,3,17.78
4953,2021-05-06 01:17:40,Ashley Santana,,Refrigerantes,5,60.81
4954,2021-12-23 18:37:26,Brittany Allen,Produto E,Refrigerantes,4,91.59
4955,2022-10-10 00:54:29,Bryce Huffman,Produto A,Pizzas,1,66.84
4956,2023-06-06 04:02:02,Mr. Benjamin Miller MD,Produto A,Marmitas,1,53.0
4957,2020-04-20 00:30:04,Anna Delgado,Produto C,Lanches,3,75.68
4958,2021-12-15 04:03:16,Joseph Rogers,Produto C,Refrigerantes,1,12.89
4959,2020-12-06 18:21:30,Anthony Rodriguez,Produto D,Lanches,2,69.95
4960,2020-01-25 19:40:46,Marc Berg,,Pizzas,4,44.66
4961,2023-07-13 00:44:28,Dr. Alexis Pittman,Produto E,Pizzas,1,43.77
4962,2021-12-25 13:32:35,Teresa Mcdonald,,Marmitas,2,70.57
4963,2021-10-18 08:05:04,John Spencer,Produto A,Lanches,5,62.49
4964,2020-05-29 05:05:42,Melissa Ferguson,,Pizzas,5,73.59
4965,2021-12-27 01:08:08,Gina Morales,Produto D,Refrigerantes,1,68.58
4966,2023-06-04 12:49:55,Scott Hall,Produto B,Marmitas,1,69.29
4967,2020-02-08 04:47:57,Robert Griffin,Produto D,Lanches,3,83.68
4968,2023-12-05 03:24:36,Betty Guzman,Produto C,Refrigerantes,5,22.94
4969,2021-05-29 20:38:35,Christina Nelson,Produto D,Marmitas,3,75.23
4970,2023-09-08 21:53:10,Brenda Pena,Produto F,Pizzas,2,85.99
4971,2023-04-19 01:21:19,Evan Clayton,,Pizzas,5,75.77
4972,2023-10-24 19:45:15,Christina Carter,Produto B,Refrigerantes,4,29.96
4973,2023-04-08 12:51:26,Linda Fox,Produto C,Lanches,5,21.47
4974,2021-09-29 00:08:05,Joshua Hamilton,Produto F,Refrigerantes,1,75.12
4975,2023-03-24 10:30:30,Patrick Johnson,Produto C,Lanches,2,52.92
4976,2020-12-21 18:46:57,Haley Acosta,Produto B,Refrigerantes,3,40.2
4977,2022-07-04 10:20:01,Deborah Hardy,Produto A,Refrigerantes,1,85.88
4978,2022-06-17 19:48:42,Amanda Martin,Produto B,Refrigerantes,3,84.4
4979,2023-05-03 02:38:08,Amanda Clark,Produto F,Refrigerantes,5,41.54
4980,2021-06-13 14:56:25,Brian Phillips,Produto B,Refrigerantes,2,40.4
4981,2020-04-29 01:47:35,Stephen Barrera,Produto A,Pizzas,3,56.43
4982,2022-07-21 18:01:04,Charles Willis,,Refrigerantes,5,85.28
4983,2022-01-15 12:05:06,Roger Bernard,Produto D,Pizzas,1,93.99
4984,2022-01-09 12:05:19,Molly Morgan,Produto F,Refrigerantes,2,41.25
4985,2020-09-16 07:58:48,Natalie Richardson,Produto A,Lanches,1,26.25
4986,2023-08-17 04:54:18,Michael Alvarado,Produto C,Lanches,5,99.41
4987,2021-10-20 01:26:06,Ellen Fuller,Produto E,Pizzas,5,13.46
4988,2023-06-19 07:35:20,Paige Howard,Produto B,Refrigerantes,2,91.6
4989,2020-08-07 12:06:00,Melissa Olson,Produto E,Lanches,3,82.88
4990,2021-09-07 01:06:43,Victor Jones DVM,,Lanches,4,20.41
4991,2023-06-11 02:56:57,Zachary Stewart,Produto E,Refrigerantes,1,93.12
4992,2023-05-21 04:55:21,Wendy Sanchez,,Pizzas,4,65.75
4993,2020-11-22 13:17:44,Christian Hardy,Produto B,Lanches,1,68.43
4994,2020-04-14 15:49:49,Jennifer Allen,Produto E,Pizzas,2,71.82
4995,2020-06-20 17:16:45,Michael Bond,Produto E,Pizzas,1,91.7
4996,2021-02-09 01:59:10,Christopher Schmidt,,Lanches,5,79.03
4997,2022-07-30 18:45:05,Sandra Ewing,Produto B,Pizzas,1,82.68
4998,2020-01-08 02:07:58,Courtney Berger,Produto B,Pizzas,3,75.0
4999,2020-06-12 19:36:44,Tammy Moore,Produto C,Pizzas,2,89.35
5000,2022-03-20 20:10:42,Stephen Smith,Produto A,Pizzas,3,17.97
5001,2021-07-02 13:11:54,Pamela Nelson,Produto A,Pizzas,3,43.83
5002,2022-07-08 02:41:44,Raymond Smith,Produto D,Refrigerantes,3,11.99
5003,2022-05-04 00:04:24,Susan Martinez,Produto D,Lanches,4,19.79
5004,2020-02-27 05:28:19,Joseph Johnson,Produto B,Lanches,2,17.03
5005,2023-01-31 09:07:54,Christopher Sullivan,Produto B,Pizzas,3,90.11
5006,2020-08-01 07:16:57,Megan Ward,Produto C,Lanches,2,68.64
5007,2021-12-13 19:45:20,Jacqueline Garcia,Produto B,Lanches,1,79.83
5008,2023-06-10 01:06:45,Benjamin Warren,Produto D,Pizzas,1,38.07
5009,2020-10-31 16:01:24,Brittney Parker,Produto F,Pizzas,5,69.82
5010,2023-02-12 23:52:38,Amanda King,Produto B,Marmitas,2,26.72
5011,2020-06-29 00:13:45,Sandra Hogan,,Lanches,3,42.05
5012,2020-01-02 09:57:00,Jeffrey Garrison,Produto E,Lanches,3,24.53
5013,2020-11-14 02:35:35,Mary Gonzalez,Produto E,Pizzas,4,40.8
5014,2020-02-20 09:24:10,Daniel Herring,Produto C,Marmitas,3,53.11
5015,2021-05-10 06:39:14,Deborah Pierce,Produto B,Pizzas,3,14.1
5016,2023-06-07 16:09:03,Madeline Allen,Produto D,Pizzas,1,13.02
5017,2022-06-25 13:13:42,Darren Bradley,Produto C,Pizzas,4,33.23
5018,2020-01-01 23:20:14,Jenny Duncan,,Marmitas,4,36.14
5019,2021-02-01 05:09:47,James Hall,Produto D,Lanches,2,66.34
5020,2020-12-16 18:07:09,Paul Griffin,Produto C,Pizzas,3,24.66
5021,2020-12-20 17:56:49,Samuel Ward,,Refrigerantes,4,62.68
5022,2023-05-25 06:57:00,Michael Robbins,Produto B,Lanches,3,95.55
5023,2020-03-04 21:31:28,Willie Fernandez,Produto F,Lanches,4,98.95
5024,2021-04-20 15:23:49,Amber Price,Produto A,Pizzas,2,72.57
5025,2021-09-07 23:49:14,Steven Snyder,Produto E,Pizzas,5,16.31
5026,2020-12-05 01:57:17,Alyssa Keller,Produto F,Lanches,2,81.5
5027,2022-01-25 11:25:56,Paul Griffin,Produto C,Pizzas,4,56.76
5028,2022-06-22 16:00:29,Tami Hunter,Produto A,Marmitas,1,37.81
5029,2022-05-22 01:36:49,George Figueroa,Produto F,Marmitas,3,75.63
5030,2020-04-06 13:25:46,Connor Carlson,Produto F,Pizzas,5,54.81
5031,2022-11-23 19:07:33,Gordon Jones,Produto D,Refrigerantes,1,44.67
5032,2021-05-15 15:17:11,Amanda Harris,Produto E,Pizzas,4,87.5
5033,2020-12-04 12:18:16,Richard Barrera,Produto B,Refrigerantes,1,94.4
5034,2022-06-13 02:42:25,Joel Vazquez,Produto E,Lanches,3,95.19
5035,2023-10-27 21:00:28,Bradley Edwards,Produto E,Refrigerantes,4,99.99
5036,2021-05-04 03:16:17,Amber Gomez,Produto B,Lanches,3,25.41
5037,2021-02-08 15:00:06,Shane Simon,Produto E,Marmitas,5,90.27
5038,2020-09-05 12:22:00,Stephanie Forbes,Produto E,Pizzas,1,74.83
5039,2022-11-17 13:36:02,Mr. Brandon Leonard,Produto C,Lanches,2,41.62
5040,2020-07-09 10:06:42,Lisa Hurst,,Refrigerantes,5,59.52
5041,2023-03-11 01:45:10,Carrie Alvarez,Produto A,Pizzas,1,50.11
5042,2020-07-26 07:53:06,Christopher Miller,Produto E,Marmitas,4,49.25
5043,2020-05-21 20:36:51,Sherri Smith,Produto D,Marmitas,3,81.68
5044,2022-11-20 01:10:59,Jennifer Smith,Produto F,Pizzas,1,85.15
5045,2022-11-21 14:44:43,Jean Ellis,,Pizzas,5,29.12
5046,2021-01-23 03:11:24,Stanley Pena,Produto E,Refrigerantes,2,72.81
5047,2022-10-21 19:37:51,Scott Hall,Produto B,Pizzas,4,73.2
5048,2022-09-14 04:14:40,Scott Frederick,Produto F,Marmitas,3,47.6
5049,2023-07-15 03:33:02,Henry Sanchez,,Marmitas,1,32.95
5050,2021-02-17 06:11:03,Bailey Compton,,Marmitas,1,39.69
5051,2021-01-16 06:29:36,Chad Johnson,Produto F,Marmitas,3,72.43
5052,2020-06-19 22:17:29,Wendy Williams,Produto D,Refrigerantes,1,88.55
5053,2020-01-14 12:22:48,Christopher Medina,Produto D,Lanches,5,91.85
5054,2023-08-20 05:25:40,Kyle Diaz,Produto D,Refrigerantes,5,43.3
5055,2022-03-22 02:07:28,Matthew Hanson,Produto E,Refrigerantes,4,81.18
5056,2022-06-29 06:32:21,Alyssa Patel,Produto C,Marmitas,2,61.87
5057,2020-05-04 22:34:56,Donna Reynolds,Produto E,Lanches,4,44.83
5058,2021-08-28 20:24:13,Maureen Valencia,Produto F,Pizzas,3,12.21
5059,2023-06-22 10:55:10,Emily Rush,Produto A,Refrigerantes,4,76.07
5060,2020-04-09 10:36:49,Logan Morrison,Produto E,Pizzas,3,91.22
5061,2023-08-02 08:19:34,Pamela Fletcher,Produto B,Marmitas,3,46.3
5062,2020-05-08 18:11:55,Tammie Davis,Produto B,Refrigerantes,4,52.96
5063,2020-10-31 09:15:14,Robert Jones,Produto A,Marmitas,2,22.39
5064,2020-02-13 10:17:39,Karen Kemp,Produto E,Marmitas,2,31.44
5065,2022-10-08 07:19:11,Shannon Downs,,Lanches,1,97.94
5066,2020-09-26 00:46:35,Nicole Murray,Produto F,Refrigerantes,4,39.59
5067,2020-09-22 02:16:52,Jennifer Olson,Produto C,Marmitas,2,79.18
5068,2020-04-30 21:06:40,Amanda Norman,Produto F,Lanches,4,78.34
5069,2020-10-21 21:42:00,Tiffany Smith,Produto E,Marmitas,3,80.88
5070,2022-06-25 21:48:33,Nathan Perez,Produto C,Pizzas,1,62.09
5071,2021-12-12 19:54:17,Cynthia Brown,Produto B,Marmitas,2,66.11
5072,2022-07-15 15:01:58,Lisa Stevens,Produto A,Marmitas,2,83.57
5073,2020-10-03 05:02:47,Natalie Rubio,,Pizzas,5,90.69
5074,2020-01-26 19:00:40,Thomas Ellis,,Pizzas,2,54.45
5075,2022-10-19 16:34:37,Philip Cortez,,Marmitas,1,97.73
